Race Name,Constrained,KmeansClust
2018 Carpathian Couriers Race Stage 6,2,2
2018 CCC Tour Stage 1-1,5,0
2018 CCC Tour Stage 2,2,1
2018 CCC Tour Stage 3,1,5
2018 Cholet-Pays de Loire,1,3
2018 Chrono Champenois-Masculin International,5,0
2018 Chrono Champenois-Trophee Europeen,5,0
2018 Chrono des Nations,5,0
2018 Chrono Kristin Armstrong,5,0
2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 1,1,3
2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 2,1,3
2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 3,2,1
2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 4,1,3
2018 Circuit de Wallonie,1,5
2018 Circuit des Ardennes International Stage 1,2,2
2018 Circuit des Ardennes International Stage 3-1,1,5
2018 Circuito de Getxo - Memorial Ricardo Otxoa,6,3
2018 Circuito del Porto - Trofeo Arvedi,1,3
2018 Classic Loire Atlantique,1,3
2018 Classica da Arrabida - Cyclin'Portugal,1,5
2018 Colombia Oro y Paz Stage 1,5,0
2018 Colombia Oro y Paz Stage 2,1,7
2018 Colombia Oro y Paz Stage 3,1,7
2018 Colombia Oro y Paz Stage 4,0,4
2018 Colombia Oro y Paz Stage 5,0,4
2018 Colombian Road National Championships,3,2
2018 Colorado Classic Stage 1,3,3
2018 Colorado Classic Stage 2,3,8
2018 Commowealth Games - ITT,5,0
2018 Commowealth Games,6,3
2018 COPACI Campeonato Panamericano de Ruta - ITT,5,0
2018 Coppa Agostoni - Giro delle Brianze,2,1
2018 Coppa della Pace - Trofeo Fratelli Anelli,2,2
2018 Coppa Sabatini,2,2
2018 Course de la Paix Grand Prix Priessnitz spa Prologue,5,0
2018 Course de la Paix Grand Prix Priessnitz spa Stage 1,2,8
2018 Course de la Paix Grand Prix Priessnitz spa Stage 2,0,4
2018 Course de la Paix Grand Prix Priessnitz spa Stage 3,2,1
2018 Course de la Paix Juniors Stage 1,2,8
2018 Course de la Paix Juniors Stage 2-1,5,0
2018 Course de la Paix Juniors Stage 2-2,5,0
2018 Course de la Paix Juniors Stage 3,0,1
2018 Course de la Paix Juniors Stage 4,2,8
2018 Criterium du Dauphine Prologue,5,0
2018 Criterium du Dauphine Stage 1,2,1
2018 Criterium du Dauphine Stage 2,2,1
2018 Criterium du Dauphine Stage 3,5,0
2018 Criterium du Dauphine Stage 4,0,4
2018 Criterium du Dauphine Stage 5,0,4
2018 Croatian Road National Championship ITT,5,0
2018 Croatian Road National Championship,1,7
2018 Cycling Tour of Szeklerland Prologue,5,0
2018 Cycling Tour of Szeklerland Stage 1,2,8
2018 Cycling Tour of Szeklerland Stage 3,0,1
2018 Cycling Tour of Szeklerland Stage 4-1,5,0
2018 Czech Cycling Tour Stage 1,5,0
2018 Czech Cycling Tour Stage 4,2,5
2018 Czech Republic Road National Championship - ITT,5,0
2018 Czech Republic Road National Championship,1,5
2018 Danilith Nokere Koerse voor Juniores,6,3
2018 Danish Road National Championships - ITT,5,0
2018 Danish Road National Championships,1,3
2018 De Brabantse Pijl - La Fleche Brabanconne,6,3
2018 Deutschland Tour Stage 3,2,2
2018 Dookola Mazowsza Prologue,5,0
2018 Dookola Mazowsza Stage 1,6,3
2018 Dookola Mazowsza Stage 2,1,3
2018 Dookola Mazowsza Stage 3,1,3
2018 Druivenkoers - Overijse,6,3
2018 Dubai Tour Stage 1,1,3
2018 Dubai Tour Stage 2,4,7
2018 Dubai Tour Stage 3,4,6
2018 Duo Normand,5,0
2018 Durango-Durango Emakumeen Saria,1,5
2018 Emakumeen XXX Bira Stage 2,5,0
2018 Emakumeen XXX Bira Stage 3,2,8
2018 Emakumeen XXX Bira Stage 4,2,8
2018 EPZ Omloop Van Borsele Stage 1,5,0
2018 Erondegemsepijl,6,3
2018 Estonian Road National Championships - ITT,5,0
2018 Estonian Road National Championships,1,3
2018 Etoile de Besseges Stage 2,1,3
2018 Etoile de Besseges Stage 5,5,0
2018 Faun Environnement - Classic de l'Ardeche Rhone Crussol,2,1
2018 Festival Elsy Jacobs Prologue,5,0
2018 Festival Elsy Jacobs Stage 1,1,0
2018 Festival Elsy Jacobs Stage 2,2,5
2018 Finnish Road National Championships - ITT,5,0
2018 Finnish Road National Championships,1,3
2018 Five Rings of Moscow Stage 1,5,0
2018 Five Rings of Moscow Stage 2,1,3
2018 Five Rings of Moscow Stage 3,6,3
2018 Five Rings of Moscow Stage 4,1,3
2018 Five Rings of Moscow Stage 5,6,3
2018 Fleche Ardennaise,2,2
2018 Fleche du Sud Stage 1,5,0
2018 Fleche du Sud Stage 2,1,7
2018 Fleche du Sud Stage 3,2,5
2018 Fleche du Sud Stage 4,1,5
2018 Fleche du Sud Stage 5,1,5
2018 French Road National Championships,1,5
2018 G.P Eccellenze Valli del Soligo,5,0
2018 G.P. Nacional 2 de Portugal Stage 3,2,8
2018 G.P. Nacional 2 de Portugal Stage 4,1,7
2018 G.P. Nacional 2 de Portugal Stage 5,1,7
2018 G.P. Sportivi Sovilla-La Piccola Sanremo,1,5
2018 Gemec Nagydij Prologue,5,0
2018 Gemec Nagydij Stage 2,1,7
2018 Gent-Wevelgem,5,0
2018 German Road National Championships - ITT,5,0
2018 German Road National Championships,1,0
2018 Giro Ciclistico d' Italia Prologue,5,0
2018 Giro Ciclistico d' Italia Stage 1,2,8
2018 Giro Ciclistico d' Italia Stage 3,1,7
2018 Giro Ciclistico d' Italia Stage 4,0,4
2018 Giro Ciclistico d' Italia Stage 5,0,4
2018 Giro Ciclistico d' Italia Stage 7,0,4
2018 Giro Ciclistico d' Italia Stage 9-1,1,8
2018 Giro Ciclistico d' Italia Stage 9-2,5,0
2018 Giro Ciclistico della Valle d'Aosta Mont Blanc Prologue,5,0
2018 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 1,0,4
2018 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 2,2,1
2018 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 3,0,4
2018 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 4,0,4
2018 Giro d'Italia Internazionale Femminile Stage 1,5,0
2018 Giro d'Italia Internazionale Femminile Stage 10,2,8
2018 Giro d'Italia Internazionale Femminile Stage 2,1,5
2018 Giro d'Italia Internazionale Femminile Stage 3,1,3
2018 Giro d'Italia Internazionale Femminile Stage 5,1,8
2018 Giro d'Italia Internazionale Femminile Stage 7,0,4
2018 Giro d'Italia Internazionale Femminile Stage 8,1,5
2018 Giro d'Italia Internazionale Femminile Stage 9,0,4
2018 Giro d'Italia Stage 1,5,0
2018 Giro d'Italia Stage 10,0,1
2018 Giro d'Italia Stage 11,2,8
2018 Giro d'Italia Stage 12,1,7
2018 Giro d'Italia Stage 3,2,7
2018 Giro d'Italia Stage 4,2,1
2018 Giro d'Italia Stage 6,0,4
2018 Giro d'Italia Stage 7,1,7
2018 Giro d'Italia Stage 9,0,4
2018 Giro del Belvedere,1,5
2018 Giro del Medio Brenta,0,4
2018 Giro dell'Emilia,2,1
2018 Giro della Lunigiana Stage 1-2,5,0
2018 Giro della Lunigiana Stage 3,2,8
2018 Giro della Lunigiana Stage 4,2,8
2018 Giro della Toscana,2,1
2018 Giro Toscana Int. Femminile - Memorial Michela Fanini Prologue,5,0
2018 Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 1,1,5
2018 Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 2,1,5
2018 Gooik-Geraardsbergen-Gooik,6,3
2018 Gooikse Pijl,6,3
2018 GP Beiras e Serra da Estrela Stage 1,2,1
2018 GP Beiras e Serra da Estrela Stage 2,2,1
2018 GP Beiras e Serra da Estrela Stage 3,0,4
2018 GP Costa de Almeria,2,1
2018 GP de Fourmies ,1,5
2018 GP de Plouay - Lorient Agglomeration,1,5
2018 GP della Liberazione Pink,5,0
2018 GP du Canton d'Argovie,2,2
2018 GP General Patton Stage 1,2,8
2018 GP General Patton Stage 2,2,5
2018 GP Himmerland Rundt,1,3
2018 GP Horsens Posten,1,5
2018 GP Industria & Artigianato,2,1
2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Prologue,5,0
2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 1,2,8
2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 3,2,1
2018 GP Laguna Porec,2,8
2018 Gracia Orlova Stage 2,2,1
2018 Gracia Orlova Stage 3-1,5,0
2018 Gran Premio Bruno Beghelli Internazionale Donne Elite,1,0
2018 Gran Premio Bruno Beghelli,1,2
2018 Gran Premio Citta di Lugano,2,2
2018 Gran Premio Comite Olimpico Nacional Femenino,1,7
2018 Gran Premio della Liberazione,1,3
2018 Gran Premio ICODER,1,7
2018 Grand Prix Albert Fauville - Baulet,6,3
2018 Grand Prix Bob Jungels,1,3
2018 Grand Prix Cerami,6,3
2018 Grand Prix Chantal Biya Stage 1,5,0
2018 Grand Prix Chantal Biya Stage 2,1,7
2018 Grand Prix Chantal Biya Stage 3,4,6
2018 Grand Prix Chantal Biya Stage 4,4,6
2018 Grand Prix Chantal Biya Stage 5,4,7
2018 Grand Prix Criquielion,6,3
2018 Grand Prix Cycliste de Montreal,6,2
2018 Grand Prix Cycliste la Marseillaise,2,1
2018 Grand Prix d'Isbergues - Pas de Calais,6,3
2018 Grand Prix de Denain - Porte du Hainaut,6,3
2018 Grand Prix de Dottignies,6,3
2018 Grand Prix de la Ville de Lillers - Souvenir Bruno Comini,1,3
2018 Grand Prix de la Ville de Nogent sur Oise,1,5
2018 Grand Prix de la ville de Perenchies,1,3
2018 Grand Prix de Plumelec-Morbihan,2,2
2018 Grand Prix de Wallonie,2,2
2018 Grand Prix des Marbriers,6,3
2018 Grand Prix Doliny Baryczy Zmigrod - The XXVIII th Mem. Jozefa Grundmana i Jerzego Wizowskiego,1,3
2018 Grand Prix International d'Isbergues - Pas de Calais Feminin,1,3
2018 Grand Prix International de la ville d'Alger Prologue,5,0
2018 Grand Prix International de la ville d'Alger Stage 1,2,5
2018 Grand Prix International de la ville d'Alger Stage 2,5,7
2018 Grand Prix International de la ville d'Alger Stage 3,1,7
2018 Grand Prix Ruebliland Stage 1,2,8
2018 Grand Prix Ruebliland Stage 2-1,1,5
2018 Grand Prix Ruebliland Stage 2-2,5,0
2018 Grand Prix Side,2,8
2018 Gravel and Tar,1,3
2018 Grote Prijs Jef Scherens - Rondom Leuven,6,3
2018 Grote Prijs Marcel Kint,6,3
2018 Guido Reybrouck Classic,6,3
2018 Gylne Gutuer,6,2
2018 Hafjell GP,5,0
2018 Halle-Ingooigem,6,3
2018 Hammer Series - Hammer Sportzone Limburg Stage 1,1,5
2018 Hammer Series - Hammer Sportzone Limburg Stage 2,5,0
2018 Hammer Series - Hammer Sportzone Limburg Stage 3,5,0
2018 Hammer Series - Hammer Stavanger Stage 1,1,5
2018 Hammer Series - Hammer Stavanger Stage 2,5,0
2018 Hammer Series - Hammer Stavanger Stage 3,5,0
2018 Hansa Bygg Kalmar Grand Prix Road Race,1,3
2018 Healthy Ageing Junior Women Tour Stage 2,5,0
2018 Healthy Ageing Junior Women Tour Stage 3,6,3
2018 Healthy Ageing Tour Stage 1,5,0
2018 Healthy Ageing Tour Stage 3-2,5,0
2018 Healthy Ageing Tour Stage 5,6,3
2018 Herald Sun Tour Prologue,5,0
2018 Herald Sun Tour Stage 1,2,8
2018 Herald Sun Tour Stage 2,5,0
2018 Herald Sun Tour Stage 3,0,4
2018 Herald Sun Tour Stage 4,2,5
2018 Horizon Park Race for Peace,1,3
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 1,2,2
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 4,0,4
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 6,2,1
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 7,2,1
2018 International Race Grand Prix Doliny Baryczy Milicz,6,3
2018 International Tour de Banyuwangi Ijen Stage 1,2,8
2018 International Tour de Banyuwangi Ijen Stage 2,1,7
2018 International Tour de Banyuwangi Ijen Stage 3,2,8
2018 International Tour de Banyuwangi Ijen Stage 4,0,4
2018 International Tour of Sultan Faith Mehmet Stage 1,1,7
2018 International Tour of Sultan Faith Mehmet Stage 2,1,7
2018 Internationale Wielertrofee Jong Maar Moedig I.W.T.,6,3
2018 Irish Road National Championships - ITT,5,0
2018 Irish Road National Championships,1,5
2018 Israeli Road National Championships - ITT,5,0
2018 Israeli Road National Championships,1,8
2018 Istarsko Proljece - Istrian Spring Trophy Prologue,5,0
2018 Istarsko Proljece - Istrian Spring Trophy Stage 1,2,8
2018 Istarsko Proljece - Istrian Spring Trophy Stage 2,2,8
2018 Istarsko Proljece - Istrian Spring Trophy Stage 3,2,7
2018 Italian Road National Championships - ITT,5,0
2018 Itzulia Basque Country Stage 3,2,1
2018 Itzulia Basque Country Stage 5,2,1
2018 Japan Cup Criterium,5,0
2018 Japan Cup Cycle Road Race,2,2
2018 Japanese Road National Championships - ITT,5,0
2018 Japanese Road National Championships,1,5
2018 Joe Martin Stage Race Stage 1,1,5
2018 Joe Martin Stage Race Stage 2,2,8
2018 Joe Martin Stage Race Stage 3,5,0
2018 Joe Martin Stage Race Stage 4,5,0
2018 Johan Museeuw Classic - G.P. Stad Gistel,6,3
2018 Juegos Suramericanos -ITT,3,0
2018 Juegos Suramericanos-ITT,3,0
2018 Juegos Suramericanos,3,1
2018 Kampioenschap van Vlaanderen,6,3
2018 Kreiz Breizh Elites Stage 1,1,5
2018 Kreiz Breizh Elites Stage 2-1,1,0
2018 Kreiz Breizh Elites Stage 2-2,5,0
2018 Kreiz Breizh Elites Stage 3,2,2
2018 Kuurne-Brussel-Kuurne Juniors,6,3
2018 La Classique des Alpes Juniors,0,1
2018 La Classique Morbihan,1,5
2018 La Coupe du President de la Ville de Grudziadz Stage 1-1,5,0
2018 La Coupe du President de la Ville de Grudziadz Stage 1-2,5,0
2018 La Course by Le Tour de France,0,4
2018 La DH Famenne Ardenne Classic,2,2
2018 La Fleche Wallone Femmes,2,5
2018 La Fleche Wallonne,2,2
2018 La Philippe Gilbert juniors,2,8
2018 La Poly Normande,1,2
2018 La Roue Tourangelle Region Centre Val de Loire - Trophee Harmonie Mutuelle,1,3
2018 La Route des Geants,1,5
2018 La Tropicale Amissa Bongo Stage 1,4,6
2018 La Tropicale Amissa Bongo Stage 2,4,6
2018 La Tropicale Amissa Bongo Stage 4,7,6
2018 La Tropicale Amissa Bongo Stage 5,4,6
2018 La Tropicale Amissa Bongo Stage 6,4,7
2018 La Tropicale Amissa Bongo Stage 7,1,7
2018 Ladies Tour of Norway Stage 1,1,7
2018 Ladies Tour of Norway Stage 2,1,7
2018 Ladies Tour of Norway TTT,5,0
2018 Latvian Road National Championships,1,7
2018 Le Samyn des Dames,6,3
2018 Le Samyn,6,3
2018 Le Tour de Bretagne Stage 2,1,5
2018 Le Tour de Bretagne Stage 3,1,5
2018 Le Tour de Bretagne Stage 4,1,5
2018 Le Tour de Bretagne Stage 5,1,5
2018 Le Tour de Bretagne Stage 6,1,3
2018 Le Tour de Bretagne Stage 7,1,3
2018 Le Tour de Filipinas Stage 2,0,7
2018 Le Tour de Filipinas Stage 3,1,7
2018 Le Tour de Filipinas Stage 4,0,4
2018 Le Tour de France Saitama Criterium,5,0
2018 Le Tour de France Shanghai Criterium,5,0
2018 Le Tour De Langkawi Stage 1,1,7
2018 Le Tour De Langkawi Stage 2,2,1
2018 Le Tour De Langkawi Stage 3,1,7
2018 Le Tour De Langkawi Stage 4,1,7
2018 Le Tour De Langkawi Stage 5,0,4
2018 Le Tour De Langkawi Stage 6,5,0
2018 Le Tour De Langkawi Stage 7,2,5
2018 Le Tour de Savoie Mont Blanc Stage 2-1,0,4
2018 Le Tour de Savoie Mont Blanc Stage 2-2,5,0
2018 Le Tour de Savoie Mont Blanc Stage 4,0,1
2018 Le Triptyque des Monts et Chateaux Stage 2,1,3
2018 Le Triptyque des Monts et Chateaux Stage 3-1,5,0
2018 Le Triptyque des Monts et Chateaux Stage 3-2,1,5
2018 Liege - Bastogne - Liege,2,2
2018 Liege-Bastogne-Liege Femmes,2,8
2018 Lillehammer GP,2,5
2018 Lituanian Road National Championships - ITT,5,0
2018 Lituanian Road National Championships,1,3
2018 Lotto Belgium Tour Prologue,5,0
2018 Lotto Belgium Tour Stage 2,6,3
2018 Lotto Belgium Tour Stage 3,6,3
2018 Lotto Thueringen Ladies Tour Stage 1,5,0
2018 Lotto Thueringen Ladies Tour Stage 2,2,5
2018 Lotto Thueringen Ladies Tour Stage 3,2,8
2018 Lotto Thueringen Ladies Tour Stage 5,1,5
2018 Lotto Thueringen Ladies Tour Stage 7,5,0
2018 Luxembourg Road National Championship - ITT,5,0
2018 Madrid Challenge by la Vuelta Stage 1,5,0
2018 Madrid Challenge by la Vuelta Stage 2,5,7
2018 Mediterranean Games - ITT,5,0
2018 Memorial Andrzeja Trochanowskiego,1,3
2018 Memorial Henryka Lasaka,2,5
2018 Memorial Marco Pantani,2,1
2018 Memorial Romana Sieminskiego,6,3
2018 Menen-Kemmel-Menen,6,3
2018 Midden-Brabant Poort Omloop,6,3
2018 Milano - Torino,2,8
2018 Mosso International Tour of Mevlana Prologue,5,0
2018 Mosso International Tour of Mevlana Stage 1,3,8
2018 Mosso International Tour of Mevlana Stage 2,3,8
2018 Mosso International Tour of Mevlana Stage 3,3,8
2018 Namibian Road Championships - ITT,3,0
2018 Namibian Road Championships,3,8
2018 New Zealand Cycle Classic Stage 1,1,3
2018 New Zealand Cycle Classic Stage 2,1,3
2018 New Zealand Cycle Classic Stage 3,1,3
2018 New Zealand Cycle Classic Stage 4,2,8
2018 New Zealand Cycle Classic Stage 5,1,3
2018 New Zealand Road National Championships - ITT,5,0
2018 New Zealand Road National Championships,1,3
2018 Norwegian Road National Championships - ITT,5,0
2018 Norwegian Road National Championships,1,2
2018 Oberoesterreichrundfahrt Stage 1,5,0
2018 Oberoesterreichrundfahrt Stage 2,2,5
2018 Oberoesterreichrundfahrt Stage 4,2,5
2018 Oberosterreich Juniorenrundfahrt Stage 1,1,5
2018 Oberosterreich Juniorenrundfahrt Stage 2,2,5
2018 Oberosterreich Juniorenrundfahrt Stage 3,2,8
2018 OCC Oceanian Championships,5,0
2018 Oita Urban Classic,1,3
2018 Okolo jiznich Cech ,5,0
2018 Olympia's Tour Stage 2,6,3
2018 Olympia's Tour Stage 6,1,3
2018 Omloop Het Nieuwsblad Beloften,6,3
2018 Omloop Mandel-Leie-Schelde Meulebeke,6,3
2018 Omloop van de Westhoek - Memorial Stive Vermaut,6,3
2018 OVO Energy Tour of Britain Stage 2,1,5
2018 OVO Energy Tour of Britain Stage 4,1,5
2018 OVO Energy Tour of Britain Stage 5,1,7
2018 Paris - Bourges,1,5
2018 Paris - Mantes-en-Yvelines,1,5
2018 Paris - Roubaix Espoirs,6,3
2018 Paris - Roubaix Juniors,6,3
2018 Paris - Roubaix,6,3
2018 Paris - Tours Espoirs,1,3
2018 Paris - Tours,1,3
2018 Paris - Troyes,2,2
2018 Paris-Camembert,2,2
2018 Paris-Chauny (classique),1,5
2018 Paris-Nice Stage 2,1,3
2018 Paris-Nice Stage 3,2,1
2018 Paris-Nice Stage 4,5,0
2018 Paris-Nice Stage 5,0,4
2018 Paris-Nice Stage 6,2,1
2018 Paris-Nice Stage 7,0,4
2018 Paris-Nice Stage 8,2,1
2018 People's Choice Classics,5,0
2018 Polish National Road Championships - ITT,5,0
2018 Portugal Road National Championships - ITT,5,0
2018 Portugal Road National Championships,1,5
2018 PostNord Danmark Rundt - Tour of Denmark Stage 3,1,3
2018 PostNord Danmark Rundt - Tour of Denmark Stage 4,5,0
2018 Postnord UCI WWT Vargarda WestSweden RR,1,3
2018 Postnord UCI WWT Vargarda WestSweden TTT,5,0
2018 Presidential Cycling Tour of Turkey Stage 3,2,8
2018 Presidential Cycling Tour of Turkey Stage 4,2,1
2018 Presidential Cycling Tour of Turkey Stage 5,1,7
2018 Prudential RideLondon Classique,5,0
2018 Ras Tailteann Stage 1,1,7
2018 Ras Tailteann Stage 2,1,7
2018 Ras Tailteann Stage 3,1,7
2018 Ras Tailteann Stage 5,1,5
2018 Ras Tailteann Stage 6,1,5
2018 Record Bank E3 Harelbeke - Junioren,6,3
2018 Rhone-Alpes Isere Tour Stage 1,2,1
2018 Rhone-Alpes Isere Tour Stage 2,2,5
2018 Rhone-Alpes Isere Tour Stage 3,2,2
2018 Rhone-Alpes Isere Tour Stage 4,1,3
2018 Ronde de l'Isard Stage 2,0,4
2018 Ronde de l'Isard Stage 3,2,5
2018 Ronde de l'Oise Stage 1,1,5
2018 Ronde de l'Oise Stage 2,1,2
2018 Ronde de l'Oise Stage 3,1,5
2018 Ronde de l'Oise Stage 4,1,5
2018 Ronde des Vallees Stage 1,1,5
2018 Ronde des Vallees Stage 2-1,5,0
2018 Ronde des Vallees Stage 2-2,1,0
2018 Ronde van Vlaanderen Beloften,6,3
2018 Route Adelie de Vitre,1,3
2018 Route d'Occitaine Stage 1,2,5
2018 Route d'Occitaine Stage 2,2,5
2018 Route d'Occitaine Stage 3,0,4
2018 Route d'Occitaine Stage 4,2,1
2018 Royal Bernard Drome Classic,2,2
2018 Rund um Koln,2,2
2018 Russian Road National Championships - ITT,5,0
2018 Russian Road National Championships,1,7
2018 Rutland - Melton Cicle Classic,1,3
2018 Saarland Trofeo Stage 1,2,5
2018 Saarland Trofeo Stage 2,1,3
2018 Saarland Trofeo Stage 3-1,1,0
2018 Saarland Trofeo Stage 3-2,5,0
2018 Saarland Trofeo Stage 4,1,3
2018 Santos Tour Down Under Stage 1,1,5
2018 Santos Tour Down Under Stage 2,2,8
2018 Santos Tour Down Under Stage 3,1,8
2018 Santos Tour Down Under Stage 4,5,0
2018 Santos Tour Down Under Stage 5,2,8
2018 Schaal Sels Merksem,6,3
2018 Setmana Ciclista Valenciana Stage 1,2,8
2018 Setmana Ciclista Valenciana Stage 4,2,8
2018 Settimana Internazionale Coppi e Bartali Stage 1-2,5,0
2018 Settimana Internazionale Coppi e Bartali Stage 2,2,1
2018 Settimana Internazionale Coppi e Bartali Stage 3,1,3
2018 Settimana Internazionale Coppi e Bartali Stage 4,5,0
2018 Sharjah International Cycling Tour Stage 1,5,0
2018 Sharjah International Cycling Tour Stage 2,4,7
2018 Sharjah International Cycling Tour Stage 3,2,8
2018 Sharjah International Cycling Tour Stage 4,5,0
2018 Sibiu Cycling Tour Stage 1,0,4
2018 Sibiu Cycling Tour Stage 3-1,5,0
2018 Slovakian Road National Championship - ITT,5,0
2018 Slovakian Road National Championship,1,5
2018 Slovenian Road National Championships,2,2
2018 South African Road National Championships - ITT,5,0
2018 South African Road National Championships,2,5
2018 Spanish Road National Championships - ITT,5,0
2018 Spanish Road National Championships,0,4
2018 Spar - Omloop van het Hageland - Tielt-Winge,6,3
2018 SPAR Flanders Diamond Tour,6,3
2018 Sri Lanka T-Cup Stage 1,1,7
2018 Sri Lanka T-Cup Stage 2,0,4
2018 Sri Lanka T-Cup Stage 3,1,7
2018 St. Martinusprijs Kontich Stage 1,5,0
2018 St. Martinusprijs Kontich Stage 3-1,5,0
2018 Strade Bianche,2,2
2018 Swedish Road National Championships - ITT,5,0
2018 Swedish Road National Championships,2,5
2018 Swiss Road National Championship - ITT,5,0
2018 SwissEver GP Cham - Hagendorn,6,3
